normalized_part_identifier,raw_part_identifier,part_name,occurrences,matched_count,placeholder_count,no_match_count,ambiguous_count,dolibarr_refs,dolibarr_product_ids,match_statuses,match_methods,needs_manual_review
45133502026150261315058911538094,"45133502026
1502613
1505891
1538094","x-rays tube
laser ODI spares kit
spec, sfhr400, kv gen
control board, kv gen",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
1019597,1019597,pci frame grabber,1,1,0,0,0,1019597,10973,MATCHED,REF_EXACT,false
1523707,1523707,pci lib,1,1,0,0,0,1523707,12000,MATCHED,REF_EXACT,false
1509604,1509604,"Kit,  Spares, Horiz Adjuster",1,1,0,0,0,1509604,12152,MATCHED,REF_EXACT,false
1024183,1024183,Water Pump,1,1,0,0,0,1024183,12209,MATCHED,REF_EXACT,false
451333178494513331785010169844513331848545133318486451333184884513331848745133318489,"45133317849
45133317850
1016984
45133318485
45133318486
45133318488
45133318487
45133318489","PCB 811 INTERCONNECT LADO B
PCB 812 INTERCONNECT LADO A
ISO ROTATION BRAKE
CABLE SKT 810A-PL801A
CABLE SKT 810B-PL801B
CABLE SKT 810E-PL801E
CABLE SKT 810C-PL802C
CABLE SKT 810F-PL802F",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
2246067,2246067,Printer SII Smart Label Printer 650,1,1,0,0,0,2246067,11190,MATCHED,REF_EXACT,false
4513341185001U4513341184601U,"4513341185001U
4513341184601U",cable PL9 y PL5,1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
26786,26786,jfkgkgkf,1,0,0,1,0,,,NO_MATCH,NONE,true
3678,3678,bfjkfkf,1,0,0,1,0,,,NO_MATCH,NONE,true
256774,256774,jfifkfof,1,0,0,1,0,,,NO_MATCH,NONE,true
45133412189,45133412189,"lever assembly
spares linear actuator",1,1,0,0,0,45133412189,12211,MATCHED,REF_EXACT,false
T0001098601L1,T00010986-01-L1,Soporte Jeringa 5ml,1,0,0,1,0,,,NO_MATCH,NONE,true
1234567890,1234567890,Sensor viales,1,0,0,1,0,,,NO_MATCH,NONE,true
123456,123456,Repuesto,1,0,0,1,0,,,NO_MATCH,NONE,true
1519103,1519103,pcb dose A,1,1,0,0,0,1519103,11588,MATCHED,REF_EXACT,false
1013865,1013865,PCB ASSY DECODE,1,1,0,0,0,1013865,12221,MATCHED,REF_EXACT,false
1500613,1500613,x-ray window assy,1,1,0,0,0,1500613,12226,MATCHED,REF_EXACT,false
153185815318551531854,"1531858
1531855
1531854","fru Z mov. coarse pot
fru Z mov. check pot
fru Z mov. fine pot",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
HANDHELDCONTROLLER,Hand Held Controller,1009089,1,0,0,1,0,,,NO_MATCH,NONE,true
2222,2222,sib pcb,1,0,0,1,0,,,NO_MATCH,NONE,true
1508955,1508955,Camera Lens/ Assy,1,1,0,0,0,1508955,11555,MATCHED,REF_EXACT,false
1521192,1521192,"KIT, TOUCHGUARD MECHANISM ASSEMBLY, M4",1,0,0,1,0,,,NO_MATCH,NONE,true
1521162,1521162,"KIT, TOUCHGUARD MECHANISM ASSEMBLY, mM4",1,1,0,0,0,1521162,12206,MATCHED,REF_EXACT,false
106053,106053,tarjeta SMC,1,0,0,1,0,,,NO_MATCH,NONE,true
L13896001,L13896-001,HP Z2 Ventilador GPU,1,0,0,1,0,,,NO_MATCH,NONE,true
45133328445,4513 332 8445,Remote BLD Camera Thermo Electrón (MR),1,1,0,0,0,45133328445,12248,MATCHED,REF_NORMALIZED_EXACT,false
C06534100608,C065341-00608,PCB CONTROL DE ODI,1,0,0,1,0,,,NO_MATCH,NONE,true
420,420,UPS Smart APC,1,0,0,1,0,,,NO_MATCH,NONE,true
8010000596,8010-00059-6,TPUS AUTOSCAN PROBE,1,1,0,0,0,8010-00059-6,12238,MATCHED,REF_EXACT,false
750,750,UPS APC,1,0,0,1,0,,,NO_MATCH,NONE,true
C135670,C135670,HANDHELD CONTROL HEXAPOD,1,0,0,1,0,,,NO_MATCH,NONE,true
1111,1111,clamps,1,0,0,1,0,,,NO_MATCH,NONE,true
5555,5555,,1,0,0,1,0,,,NO_MATCH,NONE,true
128338,128338,Filtro 519 H14,1,1,0,0,0,128338,11194,MATCHED,REF_EXACT,false
2455263,2455263,Filter Bag (Canister),1,1,0,0,0,2455263,11937,MATCHED,REF_EXACT,false
129530,129530,Elastic Belt for Air Filter,1,1,0,0,0,129530,11198,MATCHED,REF_EXACT,false
45133902974,45133902974,"PCB ASSY, MOVEMENTS ENABLE",1,1,0,0,0,45133902974,10837,MATCHED,REF_EXACT,false
4513316441202U,4513316441202U,"Potentiometer, 20K, Single",1,1,0,0,0,4513316441202U,10990,MATCHED,REF_EXACT,false
1023531,1023531,programed KV ACB,1,0,0,1,0,,,NO_MATCH,NONE,true
45133308259,45133308259,GEARBOX Y BREAKE,1,0,0,1,0,,,NO_MATCH,NONE,true
1519710,1519710,HT Cable,1,1,0,0,0,1519710,11574,MATCHED,REF_EXACT,false
RTB889KYCF2,RT-B889KYCF2,,1,1,0,0,0,Qfix-RT-B889KYCF2,10925,MATCHED,REF_LIKE,true
1007498,1007498,Potenciómetro Longitudinal - Complete Assembly,1,1,0,0,0,1007498,12117,MATCHED,REF_EXACT,false
45133411787,45133411787,LONGITUDINAL DRIVER MOTOR AND CLUTCH ASSEMBLY,1,1,0,0,0,45133411787,11270,MATCHED,REF_EXACT,false
1004818,1004818,"ARM CONTROL BOARD PCB, KV",1,1,0,0,0,1004818,10248,MATCHED,REF_EXACT,false
137533,137533,X-RAY TUBE ASSEMBLY,1,0,0,1,0,,,NO_MATCH,NONE,true
45133327647,45133327647,FAN SUB ASSY,1,1,0,0,0,45133327647,12247,MATCHED,REF_EXACT,false
15349581517657,1534958 _1517657,Kit motor y Pcb leaf motoe Drive,1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
43133304800,43133304800,ELECTRON GUN ASSY,1,0,0,1,0,,,NO_MATCH,NONE,true
351372100645,351372100645,Resistor 340 ohm,1,1,0,0,0,351372100645P,12010,MATCHED,REF_LIKE,true
02870NR1,02870-NR 1,Manilla area de desechos,1,0,0,1,0,,,NO_MATCH,NONE,true
1536279,1536279,Agility MLC Leafbank PSU,1,1,0,0,0,1536279___1525429,10774,MATCHED,REF_LIKE,true
1518682,1518682,REV 04 LMDB PCBS AND FAN,1,0,0,1,0,,,NO_MATCH,NONE,true
MXL2272ZJ0,MXL2272ZJ0,Nuevo Hardware de Monaco,1,0,0,1,0,,,NO_MATCH,NONE,true
45133318459,45133318459,"PCB, Z MOTOR DRIVE CONFIGURED (Z-MD)",1,1,0,0,0,4513331845902F,10977,MATCHED,REF_LIKE,true
351372700256,351372700256,"THYRISTOR STACK MODULE (SKKT 132/08D, IN 3 POSITIONS)",1,1,0,0,0,351372700256A,12009,MATCHED,REF_LIKE,true
1020850,1020850,"PROGRAMABLE PULSE GENERATOR, PPG CVDR PCB",1,1,0,0,0,1020850,11004,MATCHED,REF_EXACT,false
351372406262,351372406262,"FUSE LINK, 25A 250V AC LET (FS13G)",1,1,0,0,0,351372406262U,12020,MATCHED,REF_LIKE,true
1535662,1535662,"CONTROL PCB, TYPE A (PCB13 C to G)",1,1,0,0,0,1535662,12263,MATCHED,REF_EXACT,false
1547675,1547675,"Screen assy, Head",1,1,0,0,0,1547675,10979,MATCHED,REF_EXACT,false
1022592,1022592,Cable PL26-C8 to PL26-Q4,1,1,0,0,0,1022592,12258,MATCHED,REF_EXACT,false
1532758,1532758,Diaphragm motor spares kit,1,1,0,0,0,1532758,11030,MATCHED,REF_EXACT,false
1022593,1022593,Cable PL26-C11 to PL26- K4,1,1,0,0,0,1022593,12259,MATCHED,REF_EXACT,false
1505938,1505938,Diaphragm intermediate PCB,1,1,0,0,0,1505938,10761,MATCHED,REF_EXACT,false
1534014,1534014,"KIT, ENHANCED, AGILITY GUIDE LUBRICATION",1,1,0,0,0,1534014,11640,MATCHED,REF_EXACT,false
1018459,1018459,MICEOSWITCH WITH LEVER,1,1,0,0,0,1018459,10989,MATCHED,REF_EXACT,false
451333327662,451333327662,Beam Splitter Mirror Assy,1,0,0,1,0,,,NO_MATCH,NONE,true
451462949000,451462949000,flow switch 10M-MS,1,0,0,1,0,,,NO_MATCH,NONE,true
1005032,1005032,signal condition pcb rhca-a,1,1,0,0,0,1005032,10942,MATCHED,REF_EXACT,false
1005033,1005033,signado condition pcb rhca-b,1,1,0,0,0,1005033,11604,MATCHED,REF_EXACT,false
1022378351372101453,1022378 / 351372101453,"Diode Semikron
Resistor 180 ohm ",1,1,0,0,0,1022378,11627,MATCHED,REF_LIKE,true
351372700257X,351372700257X,"module, semikrom skrc ",1,1,0,0,0,351372700257X,12008,MATCHED,REF_EXACT,false
1010256,1010256,12 bit analogía output pcb,1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
821321900373,821321900373,"FUSE LINK, 240V, 80A, U",1,1,0,0,0,821321900373H,12022,MATCHED,REF_LIKE,true
821321900359,821321900359,FUSE 32X6 8AMP,1,0,0,1,0,,,NO_MATCH,NONE,true
157657,157657,"PCB ASSY, LEAF MOTOR DRIVE",1,0,0,1,0,,,NO_MATCH,NONE,true
152664615009981024939,1526646-1500998-1024939,"PCB LED CONTROL
LED PROJECTOR
LED PROJECTOR FAN",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
C428393094,C428393094,Balanza Mettler Toledo WM6002,1,0,0,1,0,,,NO_MATCH,NONE,true
45133304100,45133304100,Drif tube assembly,1,1,0,0,0,45133304100,11839,MATCHED,REF_EXACT,false
45133304200,45133304200,Target drive assembly,1,1,0,0,0,45133304200,11838,MATCHED,REF_EXACT,false
45133307849,45133307849,FRU PWB 811,1,0,0,1,0,,,NO_MATCH,NONE,true
1539682,1539682,"Function KeyPad (FkP)
",1,1,0,0,0,1539682,11662,MATCHED,REF_EXACT,false
107577442,1075774-42,Kit base viales,1,0,0,1,0,,,NO_MATCH,NONE,true
4513315442345133301412,45133154423-45133301412,"Filter Element
potentiometer 20K",1,0,0,1,0,,,NO_MATCH,NONE,true
1539679,1539679,"MRT 14791, GENERAL FKP",1,1,0,0,0,1539679___1571202,12282,MATCHED,REF_LIKE,true
1528403,1528403,BEAM MU DOSE MODULE,1,0,0,1,0,,,NO_MATCH,NONE,true
AEA006,AEA006,Cable de comunicación R485.,1,0,0,1,0,,,NO_MATCH,NONE,true
1528220,1528220,Camera CCU PCB,1,0,0,1,0,,,NO_MATCH,NONE,true
1552668,1552668,Z Motor - ElektroCraft,1,1,0,0,0,1553878___1552668,11247,MATCHED,REF_LIKE,true
4513316442301,4513316442301,5 Micron Filter CoS,1,1,0,0,0,4513316442301M,10312,MATCHED,REF_LIKE,true
451331644230M,451331644230M,FILTER ELEMENT 5 MICRON,1,0,0,1,0,,,NO_MATCH,NONE,true
2276501,2276501,Barcode Gun.,1,1,0,0,0,2276501,11227,MATCHED,REF_EXACT,false
242208610594,2422 086 10594,Fuse 32V 20A,1,0,0,1,0,,,NO_MATCH,NONE,true
1023592,1023592,"PCB, LED ASSEMBLY",1,1,0,0,0,1023592,11013,MATCHED,REF_EXACT,false
1016422,1016422,"SWITCH,MICRO,LEVEL,SS-5GL",1,1,0,0,0,1016422,11809,MATCHED,REF_EXACT,false
15349581024201,1534958-1024201,"Kit Spare leaf MO
Reflector ",1,1,0,0,0,1534958,11034,MATCHED,REF_LIKE,true
SHA12369,SHA12-369,Magnetic Contactor,1,0,0,1,0,,,NO_MATCH,NONE,true
45133317853,45133317853,"PCB INTERCONNECT PCB 840 A
RTU P/N 45133326702",1,1,0,0,0,45133317853,11016,MATCHED,REF_EXACT,false
1564279,1564279,PCB ASSY LED CONTROL,1,0,0,1,0,,,NO_MATCH,NONE,true
1572432,1572432,"FRU, PROGRAMMED, LCU",1,0,0,1,0,,,NO_MATCH,NONE,true
039991002,03-999-1002,HexaPOD Evo Controller 48V evo,1,1,0,0,0,03-999-1002,12130,MATCHED,REF_EXACT,false
45133326702,45133326702,PCB RTU,1,0,0,1,0,,,NO_MATCH,NONE,true
1565345,1565345,DLG Slide Brake,1,0,0,1,0,,,NO_MATCH,NONE,true
1565344,1565344,Diaphragm Brake,1,0,0,1,0,,,NO_MATCH,NONE,true
1567908,1567908,KV DCB programmed,1,1,0,0,0,1567908,12322,MATCHED,REF_EXACT,false
15295201527814,1529520-1527814,"Slitless Fligth Tube 
PSU Ion Pump",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
2179204020870,2179204 // 020870,MANILLA ROBOT / SENSOR IR CARRUSEL,1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
117482,117482,"PROG ASSY, KV DCB",1,0,0,1,0,,,NO_MATCH,NONE,true
MG5193,MG5193,Magnetròn,1,0,0,1,0,,,NO_MATCH,NONE,true
LMD45133909025ME1008587,LMD. 45133909025. ME 1008587,"Leaf motor drive.

Módulo electrónico MLC",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
1517098,1517098,ION PUMP - SPARE,1,0,0,1,0,,,NO_MATCH,NONE,true
1567798,1567798,DOS A,1,0,0,1,0,,,NO_MATCH,NONE,true
2467858,2467858,Zebra printer ZD620,1,1,0,0,0,2467858,11913,MATCHED,REF_EXACT,false
LT05035,LT05035,"Ampolleta Range Finder 13,5 v/50 w",1,0,0,1,0,,,NO_MATCH,NONE,true
CX1551G,CX1551G,Thyratron,1,0,0,1,0,,,NO_MATCH,NONE,true
BJ485310100,BJ4853.101.00,HT Cable,1,0,0,1,0,,,NO_MATCH,NONE,true
1531284,1531284,"Cable kit (+ve, anode)",1,1,0,0,0,1531284,12327,MATCHED,REF_EXACT,false
1531283,1531283,"Cable Kit (-ve, cathode)",1,1,0,0,0,1531283,12326,MATCHED,REF_EXACT,false
XXXXX,xxxxx,kit de ruby,1,0,0,1,0,,,NO_MATCH,NONE,true
1571202,1571202,MRT 14791 GENERAL FKP,1,1,0,0,0,1539679___1571202,12282,MATCHED,REF_LIKE,true
1530025,1530025,Switch Linksys LGS318,1,0,0,1,0,,,NO_MATCH,NONE,true
1022386,1022386,"CABLE ASSY, SK60-CAN/PL60IBA1",1,1,0,0,0,1022386,12215,MATCHED,REF_EXACT,false
1505891,1505891,"SPEC, SHFR400, KV GEN, (C)",1,1,0,0,0,1505891,12203,MATCHED,REF_EXACT,false
1513681,1513681,"MV, DCB PROGRAMMED",1,1,0,0,0,1513681,11309,MATCHED,REF_EXACT,false
1009687,1009687,"FRU, SQUIRREL FRAME GRABBER",1,1,0,0,0,1009687,11971,MATCHED,REF_EXACT,false
41133411787,41133411787,CLUTCH ASSEMBLY,1,0,0,1,0,,,NO_MATCH,NONE,true
1547676,1547676,"screen assy, head",1,0,0,1,0,,,NO_MATCH,NONE,true
TK204UK,TK204UK,KVM DVI,1,0,0,1,0,,,NO_MATCH,NONE,true
2297542,2297542,BALL RUNNER BLOCK WJ200QM-01-06,1,1,0,0,0,2297542,12335,MATCHED,REF_EXACT,false
45133302334,45133302334,"DRIVE ASSEMBLY, MAGNETRO",1,1,0,0,0,45133302334,11117,MATCHED,REF_EXACT,false
BARCODEGUN,Barcode Gun.,2483004,1,0,0,1,0,,,NO_MATCH,NONE,true
1540352,1540352,CABLE KIT (+VE ANODE),1,0,0,1,0,,,NO_MATCH,NONE,true
1540356,1540356,CABLE KIT (-VE CATHODE),1,0,0,1,0,,,NO_MATCH,NONE,true
517657,517657,"kit, spares, leaf motor ",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
10108481564169,1010848-1564169,"Mirror Assembly optics
kit, luminus Proj. Assy and PCB LED Control",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
1567819,1567819,"PROG, PCB ASSY, DOSE B",1,1,0,0,0,1567819,12346,MATCHED,REF_EXACT,false
1541746,1541746,Handheld  conteoller,1,0,0,1,0,,,NO_MATCH,NONE,true
45133904594,45133904594,"PCB ASSEMBLY, PRESURE SENSOR & DPT",1,1,0,0,0,45133904594,11892,MATCHED,REF_EXACT,false
45133412329,45133412329,PIN LOCKING SOLENOID,1,1,0,0,0,45133412329,11274,MATCHED,REF_EXACT,false
1505978,1505978,MRT 22011 AP25 MV PANEL,1,1,0,0,0,1505978,12338,MATCHED,REF_EXACT,false
45133411853,45133411853,cable PL12 to SK12A,1,1,0,0,0,45133411853,12345,MATCHED,REF_EXACT,false
1597814,1597814,PSU ion pump,1,0,0,1,0,,,NO_MATCH,NONE,true
SHFR400,SHFR400,Generador,1,0,0,1,0,,,NO_MATCH,NONE,true
