used_part_id,fieldbeat_task_id,zendesk_ticket_id,part_number,part_name,quantity,raw_original_part_number,raw_original_part_name,origin_location,photo_ref,dolibarr_product_id,dolibarr_ref,unit_cost,estimated_total_cost,needs_manual_review,extracted_at
945|2|0|NA,945,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
946|2|0|,946,,,Luz Halogena 12V 75W,,,Luz Halogena 12V 75W,,,,,,,false,2026-07-01T18:10:26.296Z
947|2|0|NA,947,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
964|2|0|1541718,964,,1541718,"2 FRU, Pancake motor assembly",,1541718,"2 FRU, Pancake motor assembly",,,,1541718,,,false,2026-07-01T18:10:26.296Z
967|2|0|SN,967,,SN,NA,,SN,NA,,,,SN,,,false,2026-07-01T18:10:26.296Z
969|2|0|N/A,969,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
970|2|0|n/a,970,,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
972|2|0|No hay.,972,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
973|2|0|821321900352,973,,821321900352,Fusible de reterardo 10 amperios. ,,821321900352,Fusible de reterardo 10 amperios. ,,,,821321900352,,,false,2026-07-01T18:10:26.296Z
974|2|0|1018265,974,,1018265,FRU Z Motor Brush SET (electrocraft),,1018265,FRU Z Motor Brush SET (electrocraft),,,,1018265,,,false,2026-07-01T18:10:26.296Z
975|3|0|45133416574,975,,45133416574,Microswitch Plunger Assembly ,,45133416574,Microswitch Plunger Assembly ,,,,45133416574,,,false,2026-07-01T18:10:26.296Z
976|2|0|n/a,976,,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
980|2|0|No hay.,980,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
981|2|0|No hay.,981,,No hay. ,No hay.  ,,No hay. ,No hay.  ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
982|2|0|N/A,982,,N/A,Fuse 10A 32V,,N/A,Fuse 10A 32V,,,,N/A,,,false,2026-07-01T18:10:26.296Z
985|2|0|N/A,985,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
986|2|0|No hay.,986,,No hay. ,Grasa EP2,,No hay. ,Grasa EP2,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
"989|2|0|water Valve 1022595
Fru XY drive Unit 45133318440",989,,"water Valve 1022595
Fru XY drive Unit 45133318440","water Valve - 1
Fru XY drive Unit - 1

",,"water Valve 1022595
Fru XY drive Unit 45133318440","water Valve - 1
Fru XY drive Unit - 1

",,,,"water Valve 1022595
Fru XY drive Unit 45133318440",,,false,2026-07-01T18:10:26.296Z
990|2|0|No hay.,990,,No hay. ,"Caja de control desarrollada por empresa, semáforo y switches. ",,No hay. ,"Caja de control desarrollada por empresa, semáforo y switches. ",,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
991|2|0|No hay.,991,,No hay. ,"Caja de control desarrollada por empresa,  semáforo  y switches. ",,No hay. ,"Caja de control desarrollada por empresa,  semáforo  y switches. ",,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
992|2|0|F153053FV,992,,F153053FV,copla FESTO RACOR RAPIDO ROSC.QSL-3/8-12,,F153053FV,copla FESTO RACOR RAPIDO ROSC.QSL-3/8-12,,,,F153053FV,,,false,2026-07-01T18:10:26.296Z
996|5|0|45133318440,996,,45133318440,Fru XY Drive Unit(1),,45133318440,Fru XY Drive Unit(1),,,,45133318440,,,false,2026-07-01T18:10:26.296Z
996|7|0|45133164412,996,,45133164412,"Potentiometer, 20k, 1 turn Fine(1)",,45133164412,"Potentiometer, 20k, 1 turn Fine(1)",,,,45133164412,,,false,2026-07-01T18:10:26.296Z
996|6|0|45133317157,996,,45133317157,"timing belt 16T5 DL, 1263mm(1)",,45133317157,"timing belt 16T5 DL, 1263mm(1)",,,,45133317157,,,false,2026-07-01T18:10:26.296Z
996|4|0|45133304800,996,,45133304800,ELECTRON GUN ASSY      (1) ,,45133304800,ELECTRON GUN ASSY      (1) ,,,,45133304800,,,false,2026-07-01T18:10:26.296Z
1004|3|0|BJ4853.222.02,1004,,BJ4853.222.02,Cable Assy SK25E,,BJ4853.222.02,Cable Assy SK25E,,,,BJ4853.222.02,,,false,2026-07-01T18:10:26.296Z
1004|5|0|1015076,1004,,1015076,Cable Rectractile SK26B,,1015076,Cable Rectractile SK26B,,,,1015076,,,false,2026-07-01T18:10:26.296Z
1004|4|0|1015075,1004,,1015075,Cable Retractile SK26A,,1015075,Cable Retractile SK26A,,,,1015075,,,false,2026-07-01T18:10:26.296Z
1004|2|0|BJ4853.223.02,1004,,BJ4853.223.02,Cable Assy SK25F,,BJ4853.223.02,Cable Assy SK25F,,,,BJ4853.223.02,,,false,2026-07-01T18:10:26.296Z
"1005|2|0|1016474
1538489
1527044",1005,,"1016474
1538489
1527044","kit, spares, dlg bra (2)
pcb assy, dlg and diaphram drive (1)
programmed pcb assy, router (1)
",,"1016474
1538489
1527044","kit, spares, dlg bra (2)
pcb assy, dlg and diaphram drive (1)
programmed pcb assy, router (1)
",,,,"1016474
1538489
1527044",,,false,2026-07-01T18:10:26.296Z
1006|2|0|,1006,,,Kit de bomba Bluephantom ,,,Kit de bomba Bluephantom ,,,,,,,false,2026-07-01T18:10:26.296Z
1007|2|0|N/C,1007,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
1008|2|0|N/C,1008,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
1009|2|0|45133317815,1009,,45133317815,csk scr m4 (tornillo)  cant 1,,45133317815,csk scr m4 (tornillo)  cant 1,,,,45133317815,,,false,2026-07-01T18:10:26.296Z
1011|2|0|1016472,1011,,1016472,"kit, spares, diaphragm brake  cant(2)",,1016472,"kit, spares, diaphragm brake  cant(2)",,,,1016472,,,false,2026-07-01T18:10:26.296Z
1017|2|0|1532432,1017,,1532432,GUN FILAMENT PSU,,1532432,GUN FILAMENT PSU,,,,1532432,,,false,2026-07-01T18:10:26.296Z
1018|2|0|N/A,1018,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1020|2|0|SN,1020,,SN,NA,,SN,NA,,,,SN,,,false,2026-07-01T18:10:26.296Z
1021|2|0|Reemplazo por uno similar características perneria.,1021,,Reemplazo por uno similar características perneria.,Perno Hex. 5/8 Grado 8,,Reemplazo por uno similar características perneria.,Perno Hex. 5/8 Grado 8,,,,Reemplazo por uno similar características perneria.,,,false,2026-07-01T18:10:26.296Z
1025|2|0|R1510260,1025,,R1510260,Panel de XVi,,R1510260,Panel de XVi,,,,R1510260,,,false,2026-07-01T18:10:26.296Z
1029|2|0|128345,1029,,128345,Motor de identificación de viales,,128345,Motor de identificación de viales,,,,128345,,,false,2026-07-01T18:10:26.296Z
1032|2|0|,1032,,,frenos de diafragmas,,,frenos de diafragmas,,,,,,,false,2026-07-01T18:10:26.296Z
1038|2|0|N/A,1038,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1039|2|0|NA,1039,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
1040|2|0|N/A,1040,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1048|2|0|No hay.,1048,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
1050|2|0|9239 315 18204,1050,,9239 315 18204,Projector halogen bulb,,9239 315 18204,Projector halogen bulb,,,,9239 315 18204,,,false,2026-07-01T18:10:26.296Z
1051|2|0|BJ6219.001.02,1051,,BJ6219.001.02 ,Arm brake cable-A. ,,BJ6219.001.02 ,Arm brake cable-A. ,,,,BJ6219.001.02 ,,,false,2026-07-01T18:10:26.296Z
1052|2|0|No hay.,1052,,No hay. ,No hay ,,No hay. ,No hay ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
1054|2|0|MG6070E SERIE: 21051168,1054,,MG6070E SERIE: 21051168,Magnetron,,MG6070E SERIE: 21051168,Magnetron,,,,MG6070E SERIE: 21051168,,,false,2026-07-01T18:10:26.296Z
1055|2|0|45133164423,1055,,45133164423,filter element (x2),,45133164423,filter element (x2),,,,45133164423,,,false,2026-07-01T18:10:26.296Z
1058|2|0|,1058,,,Fusible 10A/32Vp,,,Fusible 10A/32Vp,,,,,,,false,2026-07-01T18:10:26.296Z
"1064|2|0|81130242521
45133326443",1064,,"81130242521
45133326443","leadscrew Assy
motor assembly",,"81130242521
45133326443","leadscrew Assy
motor assembly",,,,"81130242521
45133326443",,,false,2026-07-01T18:10:26.296Z
"1065|2|0|45133326443
81130242521",1065,,"45133326443
81130242521","motor assembly
leadscrew assy",,"45133326443
81130242521","motor assembly
leadscrew assy",,,,"45133326443
81130242521",,,false,2026-07-01T18:10:26.296Z
1067|2|0|XD12038A2HS,1067,,XD12038A2HS,4 Ventiladores de 220V/50Hz,,XD12038A2HS,4 Ventiladores de 220V/50Hz,,,,XD12038A2HS,,,false,2026-07-01T18:10:26.296Z
1068|2|0|N/A,1068,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1073|2|0|1021309,1073,,1021309,Wedge PCB,,1021309,Wedge PCB,,,,1021309,,,false,2026-07-01T18:10:26.296Z
1075|3|0|,1075,,,Filtro principal Canister,,,Filtro principal Canister,,,,,,,false,2026-07-01T18:10:26.296Z
1075|2|0|,1075,,,Filtro de bomba succión de sueros,,,Filtro de bomba succión de sueros,,,,,,,false,2026-07-01T18:10:26.296Z
1077|2|0|31800000643,1077,,31800000643,Filtro superior DUG B SP 519 H14,,31800000643,Filtro superior DUG B SP 519 H14,,,,31800000643,,,false,2026-07-01T18:10:26.296Z
1078|8|0|1541653,1078,,1541653,"Drift tube assembly , FRU viton",,1541653,"Drift tube assembly , FRU viton",,,,1541653,,,false,2026-07-01T18:10:26.296Z
1078|10|0|1515098,1078,,1515098,Gun. Ion pum Spare,,1515098,Gun. Ion pum Spare,,,,1515098,,,false,2026-07-01T18:10:26.296Z
1078|9|0|45133400146,1078,,45133400146,"Slittless flight tube, service spare kit",,45133400146,"Slittless flight tube, service spare kit",,,,45133400146,,,false,2026-07-01T18:10:26.296Z
1078|7|0|1538261,1078,,1538261,"FRU Kit, Flight tube drive asssy ",,1538261,"FRU Kit, Flight tube drive asssy ",,,,1538261,,,false,2026-07-01T18:10:26.296Z
1082|2|0|1534958,1082,,1534958,kit motor,,1534958,kit motor,,,,1534958,,,false,2026-07-01T18:10:26.296Z
1084|2|0|N/C,1084,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
1086|2|0|,1086,,,Nuez ,,,Nuez ,,,,,,,false,2026-07-01T18:10:26.296Z
1087|2|0|1534958,1087,,1534958,"(8) Kit, Spares, Leaf Motors",,1534958,"(8) Kit, Spares, Leaf Motors",,,,1534958,,,false,2026-07-01T18:10:26.296Z
1090|2|0|22222,1090,,22222,Repuesto 1,,22222,Repuesto 1,,,,22222,,,false,2026-07-01T18:10:26.296Z
1093|2|0|Sin part number,1093,,Sin part number ,Insumo,,Sin part number ,Insumo,,,,Sin part number ,,,false,2026-07-01T18:10:26.296Z
1094|2|0|No aplica,1094,,No aplica,Insumo,,No aplica,Insumo,,,,No aplica,,,false,2026-07-01T18:10:26.296Z
1095|2|0|n/c,1095,,n/c,n/C,,n/c,n/C,,,,n/c,,,false,2026-07-01T18:10:26.296Z
1096|2|0|N/C,1096,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
1099|3|0|1533330,1099,,1533330,"Fru, Z motor brush Set",,1533330,"Fru, Z motor brush Set",,,,1533330,,,false,2026-07-01T18:10:26.296Z
1099|2|0|1500443,1099,,1500443 ,LED PCB Rev. 2,,1500443 ,LED PCB Rev. 2,,,,1500443 ,,,false,2026-07-01T18:10:26.296Z
1100|2|0|,1100,,,"2 x Panqueques, 1 Kit telemetro, 1 DLG PCB, 1 DIE RHB ",,,"2 x Panqueques, 1 Kit telemetro, 1 DLG PCB, 1 DIE RHB ",,,,,,,false,2026-07-01T18:10:26.296Z
1103|2|0|,1103,,,Monitor ViewSonic ,,,Monitor ViewSonic ,,,,,,,false,2026-07-01T18:10:26.296Z
1104|2|0|1538489,1104,,1538489,"PCB assy, DLG and Diaphragm Drive",,1538489,"PCB assy, DLG and Diaphragm Drive",,,,1538489,,,false,2026-07-01T18:10:26.296Z
1105|2|0|N/A,1105,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1106|2|0|BJ4853.228.01,1106,,BJ4853.228.01,Cable X30B-X43,,BJ4853.228.01,Cable X30B-X43,,,,BJ4853.228.01,,,false,2026-07-01T18:10:26.296Z
1108|2|0|45133904034,1108,,45133904034,PCB Assy motor therm ,,45133904034,PCB Assy motor therm ,,,,45133904034,,,false,2026-07-01T18:10:26.296Z
1111|2|0|1014474,1111,,1014474,cable assy sw1/sw2,,1014474,cable assy sw1/sw2,,,,1014474,,,false,2026-07-01T18:10:26.296Z
1113|2|0|,1113,,,Tapete antiresbalante de identificación,,,Tapete antiresbalante de identificación,,,,,,,false,2026-07-01T18:10:26.296Z
1118|2|0|N/C,1118,,N/C,"Grasa EP-2, limpia contacto, wd-40",,N/C,"Grasa EP-2, limpia contacto, wd-40",,,,N/C,,,false,2026-07-01T18:10:26.296Z
1121|2|0|No hsy,1121,,No hsy,No hay,,No hsy,No hay,,,,No hsy,,,false,2026-07-01T18:10:26.296Z
1122|2|0|No hay,1122,,No hay ,No hay ,,No hay ,No hay ,,,,No hay ,,,false,2026-07-01T18:10:26.296Z
"1126|2|0|1006860
1538361
45133400146",1126,,"1006860
1538361
45133400146","Dos Bombas Ionicas
Un Drift Tube 
un Fly Tube
sellos de Drift Tube",,"1006860
1538361
45133400146","Dos Bombas Ionicas
Un Drift Tube 
un Fly Tube
sellos de Drift Tube",,,,"1006860
1538361
45133400146",,,false,2026-07-01T18:10:26.296Z
1127|2|0|1006737,1127,,1006737,pcb sib ,,1006737,pcb sib ,,,,1006737,,,false,2026-07-01T18:10:26.296Z
"1130|2|0|45133354085
1008461
45133908044
1015459
1013485",1130,,"45133354085
1008461
45133908044
1015459
1013485","Mother board
Control Processor PCB
Serial link Isolation PCB
Linac Interface PCB
Cable Sata",,"45133354085
1008461
45133908044
1015459
1013485","Mother board
Control Processor PCB
Serial link Isolation PCB
Linac Interface PCB
Cable Sata",,,,"45133354085
1008461
45133908044
1015459
1013485",,,false,2026-07-01T18:10:26.296Z
1131|2|0|N/A,1131,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1132|3|0|1016474,1132,,1016474,2 dlg brake,,1016474,2 dlg brake,,,,1016474,,,false,2026-07-01T18:10:26.296Z
1132|2|0|1534958,1132,,1534958,Leaf Motor,,1534958,Leaf Motor,,,,1534958,,,false,2026-07-01T18:10:26.296Z
1133|3|0|1016641,1133,,1016641,"ASSY, ACCESORY PCB & BRACKET",,1016641,"ASSY, ACCESORY PCB & BRACKET",,,,1016641,,,false,2026-07-01T18:10:26.296Z
1133|5|0|1015075 / 1015076,1133,,1015075 / 1015076,(2) CABLE RETRACTILE SK25A Y SK25B,,1015075 / 1015076,(2) CABLE RETRACTILE SK25A Y SK25B,,,,1015075 / 1015076,,,false,2026-07-01T18:10:26.296Z
1133|4|0|1018559,1133,,1018559,"(2) ASSY, BRACKET & FAN",,1018559,"(2) ASSY, BRACKET & FAN",,,,1018559,,,false,2026-07-01T18:10:26.296Z
1133|7|0|CR2032,1133,,CR2032,(2) Pilas ,,CR2032,(2) Pilas ,,,,CR2032,,,false,2026-07-01T18:10:26.296Z
1133|2|0|1023830,1133,,1023830,"Assembly, 160MLC PSU, UR SOLUTION",,1023830,"Assembly, 160MLC PSU, UR SOLUTION",,,,1023830,,,false,2026-07-01T18:10:26.296Z
1133|6|0|1531145,1133,,1531145,"ASSY, FAN 70X70X15MM ",,1531145,"ASSY, FAN 70X70X15MM ",,,,1531145,,,false,2026-07-01T18:10:26.296Z
1141|3|0|45133307890,1141,,45133307890,IPCU,,45133307890,IPCU,,,,45133307890,,,false,2026-07-01T18:10:26.296Z
1141|4|0|EL469506,1141,,EL469506,Framegrabber for Iview ,,EL469506,Framegrabber for Iview ,,,,EL469506,,,false,2026-07-01T18:10:26.296Z
1141|2|0|1016474,1141,,1016474,(2) DLG Brake,,1016474,(2) DLG Brake,,,,1016474,,,false,2026-07-01T18:10:26.296Z
1142|2|0|NA,1142,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
1143|2|0|45133164412,1143,,45133164412,Potenciómetro single turn 66575-ZUP-203,,45133164412,Potenciómetro single turn 66575-ZUP-203,,,,45133164412,,,false,2026-07-01T18:10:26.296Z
1146|2|0|numero de parte del repuesto,1146,,numero de parte del repuesto,nombre del repuesto usado,,numero de parte del repuesto,nombre del repuesto usado,,,,numero de parte del repuesto,,,false,2026-07-01T18:10:26.296Z
1149|2|0|1014474,1149,,1014474,CABLE ASSY SW1/SW2,,1014474,CABLE ASSY SW1/SW2,,,,1014474,,,false,2026-07-01T18:10:26.296Z
1153|2|0|1502613,1153,,1502613,telemetro laser,,1502613,telemetro laser,,,,1502613,,,false,2026-07-01T18:10:26.296Z
1158|2|0|No hay,1158,,No hay ,"Grasa EP2, aceite liviano. ",,No hay ,"Grasa EP2, aceite liviano. ",,,,No hay ,,,false,2026-07-01T18:10:26.296Z
1159|2|0|,1159,,,"Grasa EP2, paños de limpieza. ",,,"Grasa EP2, paños de limpieza. ",,,,,,,false,2026-07-01T18:10:26.296Z
1161|2|0|Diode 1018874.,1161,,Diode 1018874. ,2 diodos de Rf. Thyratron usada.   PCB SIB usada. ,,Diode 1018874. ,2 diodos de Rf. Thyratron usada.   PCB SIB usada. ,,,,Diode 1018874. ,,,false,2026-07-01T18:10:26.296Z
1163|2|0|MG6363.,1163,,MG6363. ,Magnetron usado. ,,MG6363. ,Magnetron usado. ,,,,MG6363. ,,,false,2026-07-01T18:10:26.296Z
1167|2|0|128284,1167,,128284,Cable Profibus de Motor Jeringa,,128284,Cable Profibus de Motor Jeringa,,,,128284,,,false,2026-07-01T18:10:26.296Z
1169|3|0|1538489,1169,,1538489,"Sur: Pcb assy, dlg and diaphragm drive cant 1",,1538489,"Sur: Pcb assy, dlg and diaphragm drive cant 1",,,,1538489,,,false,2026-07-01T18:10:26.296Z
1169|2|0|1016474,1169,,1016474,"Nor: Kit, spares, dlg brake cant:2",,1016474,"Nor: Kit, spares, dlg brake cant:2",,,,1016474,,,false,2026-07-01T18:10:26.296Z
1170|3|0|1016474,1170,,1016474,(2) DLG Brakes ,,1016474,(2) DLG Brakes ,,,,1016474,,,false,2026-07-01T18:10:26.296Z
1170|2|0|1020890,1170,,1020890,Motor Drive PSU Assy,,1020890,Motor Drive PSU Assy,,,,1020890,,,false,2026-07-01T18:10:26.296Z
1173|5|0|,1173,,,(1) Diaphragms Brake,,,(1) Diaphragms Brake,,,,,,,false,2026-07-01T18:10:26.296Z
1173|4|0|,1173,,,"(2) Leaf Motor, Kit",,,"(2) Leaf Motor, Kit",,,,,,,false,2026-07-01T18:10:26.296Z
1174|2|0|,1174,,,kits upgrade monaco 5.51.10 ,,,kits upgrade monaco 5.51.10 ,,,,,,,false,2026-07-01T18:10:26.296Z
1176|2|0|N/A,1176,,N/A,Mónaco 5.51.10 upgrade kit,,N/A,Mónaco 5.51.10 upgrade kit,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1177|2|0|S/N Parte.,1177,,S/N Parte.,CARBONES PARA MOTOR,,S/N Parte.,CARBONES PARA MOTOR,,,,S/N Parte.,,,false,2026-07-01T18:10:26.296Z
1178|2|0|No hay,1178,,No hay,"Grasa EP2, Paños de limpieza. ",,No hay,"Grasa EP2, Paños de limpieza. ",,,,No hay,,,false,2026-07-01T18:10:26.296Z
1179|2|0|1540453,1179,,1540453,BMDM Upgrade KIT ,,1540453,BMDM Upgrade KIT ,,,,1540453,,,false,2026-07-01T18:10:26.296Z
"1181|2|0|4513 332 6475
4513 332 644304
1015075
1015076
81130242521
4513 331 7881
4513 331 8864
4513 331 6442301",1181,,"4513 332 6475
4513 332 644304
1015075
1015076
81130242521
4513 331 7881
4513 331 8864
4513 331 6442301","nut: 04
motor assembly: 04
cable retráctil sk26A: 01
cable retráctil sk26B: 01
tornillo leadscrew: 04
pot fine: 02
pot checo and coarse: 08
filtro de Agua: 02
grasa EP2
wd-40
Aire comprimido.
",,"4513 332 6475
4513 332 644304
1015075
1015076
81130242521
4513 331 7881
4513 331 8864
4513 331 6442301","nut: 04
motor assembly: 04
cable retráctil sk26A: 01
cable retráctil sk26B: 01
tornillo leadscrew: 04
pot fine: 02
pot checo and coarse: 08
filtro de Agua: 02
grasa EP2
wd-40
Aire comprimido.
",,,,"4513 332 6475
4513 332 644304
1015075
1015076
81130242521
4513 331 7881
4513 331 8864
4513 331 6442301",,,false,2026-07-01T18:10:26.296Z
1182|2|0|N/C,1182,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
1183|2|0|No,1183,,No,No,,No,No,,,,No,,,false,2026-07-01T18:10:26.296Z
1184|2|0|No hay,1184,,No hay ,Grasa Ep2. ,,No hay ,Grasa Ep2. ,,,,No hay ,,,false,2026-07-01T18:10:26.296Z
1186|2|0|,1186,,,Disco duro ,,,Disco duro ,,,,,,,false,2026-07-01T18:10:26.296Z
1188|2|0|,1188,,,Soporte de Jeringa 50ml,,,Soporte de Jeringa 50ml,,,,,,,false,2026-07-01T18:10:26.296Z
1189|2|0|1532627,1189,,1532627,FRU GUN FILAMENT PSU,,1532627,FRU GUN FILAMENT PSU,,,,1532627,,,false,2026-07-01T18:10:26.296Z
1191|2|0|1006737,1191,,1006737,PCB ASSY SIB,,1006737,PCB ASSY SIB,,,,1006737,,,false,2026-07-01T18:10:26.296Z
1193|2|0|SN,1193,,SN,fusible D2 10A/320/ NR2 Diodos de Poder,,SN,fusible D2 10A/320/ NR2 Diodos de Poder,,,,SN,,,false,2026-07-01T18:10:26.296Z
1197|2|0|N/A,1197,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1199|2|0|N/A,1199,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1200|2|0|1540383,1200,,1540383,"spare kit, BMDM update",,1540383,"spare kit, BMDM update",,,,1540383,,,false,2026-07-01T18:10:26.296Z
1201|3|0|1541718,1201,,1541718,Motor Panqueque,,1541718,Motor Panqueque,,,,1541718,,,false,2026-07-01T18:10:26.296Z
1201|2|0|45133302611,1201,,45133302611,(2) Gear Box,,45133302611,(2) Gear Box,,,,45133302611,,,false,2026-07-01T18:10:26.296Z
1202|2|0|n/a,1202,,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
1203|2|0|,1203,,,kits upgrade monaco ,,,kits upgrade monaco ,,,,,,,false,2026-07-01T18:10:26.296Z
1206|2|0|No hay,1206,,No hay ,No hay,,No hay ,No hay,,,,No hay ,,,false,2026-07-01T18:10:26.296Z
1207|2|0|13101900,1207,,13101900,"PCB ASSY, WEDGE CONTROL ",,13101900,"PCB ASSY, WEDGE CONTROL ",,,,13101900,,,false,2026-07-01T18:10:26.296Z
1210|2|0|,1210,,,elementos de limpieza en sitio,,,elementos de limpieza en sitio,,,,,,,false,2026-07-01T18:10:26.296Z
1211|2|0|N/A,1211,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1212|2|0|45133304800,1212,,45133304800,Electron gun subassembly. ,,45133304800,Electron gun subassembly. ,,,,45133304800,,,false,2026-07-01T18:10:26.296Z
1214|2|0|1527044,1214,,1527044,"programmed pcb assy, router",,1527044,"programmed pcb assy, router",,,,1527044,,,false,2026-07-01T18:10:26.296Z
1215|3|0|1006737,1215,,1006737,SIB PCB,,1006737,SIB PCB,,,,1006737,,,false,2026-07-01T18:10:26.296Z
1216|2|0|1510260,1216,,1510260,panel XVI,,1510260,panel XVI,,,,1510260,,,false,2026-07-01T18:10:26.296Z
1219|2|0|No hay.,1219,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
1222|2|0|SN,1222,,SN,baterias de 12 VDC,,SN,baterias de 12 VDC,,,,SN,,,false,2026-07-01T18:10:26.296Z
1223|2|0|1017632,1223,,1017632,CCU PCB,,1017632,CCU PCB,,,,1017632,,,false,2026-07-01T18:10:26.296Z
1224|2|0|SN,1224,,SN,"fusible 0,5 amp.",,SN,"fusible 0,5 amp.",,,,SN,,,false,2026-07-01T18:10:26.296Z
1226|2|0|1017632,1226,,1017632,CCU PCB,,1017632,CCU PCB,,,,1017632,,,false,2026-07-01T18:10:26.296Z
1227|2|0|NA,1227,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
1229|2|0|NA,1229,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
1230|2|0|NA,1230,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
1231|2|0|NA,1231,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
1233|2|0|1017632,1233,,1017632,CCU PCB,,1017632,CCU PCB,,,,1017632,,,false,2026-07-01T18:10:26.296Z
1234|2|0|No hay.,1234,,No hay.  ,No hay.  ,,No hay.  ,No hay.  ,,,,No hay.  ,,,false,2026-07-01T18:10:26.296Z
1235|2|0|n/A,1235,,n/A,Halógeno lamp 8V 50W,,n/A,Halógeno lamp 8V 50W,,,,n/A,,,false,2026-07-01T18:10:26.296Z
1238|2|0|1538489,1238,,1538489,"PCB Assy, DLG and Diaphragm Drive",,1538489,"PCB Assy, DLG and Diaphragm Drive",,,,1538489,,,false,2026-07-01T18:10:26.296Z
1239|2|0|N/A,1239,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
1241|2|0|No hay.,1241,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
1242|2|0|NA,1242,,NA,Cintas de respaldo Nr 8,,NA,Cintas de respaldo Nr 8,,,,NA,,,false,2026-07-01T18:10:26.296Z
1244|2|0|NA,1244,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
1245|2|0|1527814,1245,,1527814,Fuente de Poder bombas Ionicas IPCU CTRL ELEKTA,,1527814,Fuente de Poder bombas Ionicas IPCU CTRL ELEKTA,,,,1527814,,,false,2026-07-01T18:10:26.296Z
1246|2|0|,1246,,,Fusible 10A/32Vp,,,Fusible 10A/32Vp,,,,,,,false,2026-07-01T18:10:26.296Z
1247|2|0|,1247,,,Fusible de 10A/32Vp,,,Fusible de 10A/32Vp,,,,,,,false,2026-07-01T18:10:26.296Z
1248|2|0|1536393,1248,,1536393,emergency down drive module,,1536393,emergency down drive module,,,,1536393,,,false,2026-07-01T18:10:26.296Z
1249|2|0|,1249,,,Servidor Direct Storage y LTO de cinta,,,Servidor Direct Storage y LTO de cinta,,,,,,,false,2026-07-01T18:10:26.296Z
1250|2|0|n/a,1250,150655,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
