report_field_id,fieldbeat_task_id,group_name,group_index,group_copy_of,is_group_copy,field_name,field_index,field_type,field_value,field_comment,mandatory,possible_values,etag,extracted_at
3616|REPUESTOS|2|NÚMERO DE PARTE (Leer código de barra del repuesto)|2,3616,REPUESTOS,2,,false,NÚMERO DE PARTE (Leer código de barra del repuesto),2,BARCODE,,,false,,"W/""datetime'2026-03-27T22:27:51.4214401Z'""",2026-08-03T22:08:29.382Z
3616|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,3616,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO,1,TEXT,,,false,,"W/""datetime'2026-03-27T22:27:51.4339329Z'""",2026-08-03T22:08:29.382Z
3616|AFECTACIÓN DE DOSIMETRÍA DEL HAZ|4|¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?|1,3616,AFECTACIÓN DE DOSIMETRÍA DEL HAZ,4,,false,¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?,1,BOOLEAN,No,,false,,"W/""datetime'2026-03-27T22:27:51.2928257Z'""",2026-08-03T22:08:29.382Z
3616|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,3616,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,,,false,,"W/""datetime'2026-03-27T22:27:51.4465281Z'""",2026-08-03T22:08:29.382Z
3616|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|6,3616,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,6,TEXT,,,false,,"W/""datetime'2026-03-27T22:27:51.4593281Z'""",2026-08-03T22:08:29.382Z
3616|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,3616,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,MESA PRECISE - HEXAPOD,,true,"DOSIMETRIA DEL HAZ,PARAMETROS GEOMETRICOS,CABEZAL MULTIHOJA,MESA PRECISE - HEXAPOD,CHILLER,XVI,IVIEWGT,ESTABILIZADOR DE VOLTAJE (XVI),ODI,CCP,OTROS (COMENTE)","W/""datetime'2026-03-27T22:27:51.4726401Z'""",2026-08-03T22:08:29.382Z
3616|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,3616,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,ALEXIS ECHEVERRÍA,,true,"ROBERTO AGUILA,VICTOR ARENAS,EDUARDO BECKER,RUBEN CAMMALLERI,CARLOS CARRASQUEL,JOSE ECHEVERRIA,GONZALO LOPEZ,MANUEL REYES,MAURICIO ABREU,SEBASTIAN SALICE,OTROS(COMENTE),ALEXIS ECHEVERRÍA,JORGE ACUÑA,JAIME BUSTAMANTE,ANDREE DIAZ,GONZALO H. LOPEZ","W/""datetime'2026-03-27T22:27:51.4871809Z'""",2026-08-03T22:08:29.382Z
3616|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,3616,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,27/03/2026 18:30,,true,,"W/""datetime'2026-03-27T22:27:51.5004929Z'""",2026-08-03T22:08:29.382Z
3616|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,3616,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,27/03/2026 07:30,,true,,"W/""datetime'2026-03-27T22:27:51.5131905Z'""",2026-08-03T22:08:29.382Z
3616|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,3616,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,Mantenimiento Preventivo de Precise.,,true,,"W/""datetime'2026-03-27T22:27:51.5259905Z'""",2026-08-03T22:08:29.382Z
3617|ENTREGA|3|EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN|6,3617,ENTREGA,3,,false,EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN,6,BOOLEAN,Si,,false,,"W/""datetime'2026-03-27T23:43:57.3403649Z'""",2026-08-03T22:08:29.382Z
3617|ENTREGA|3|OBSERVACIONES|5,3617,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,,,false,,"W/""datetime'2026-03-27T23:43:57.3533697Z'""",2026-08-03T22:08:29.382Z
3617|ENTREGA|3|HABILITADO PARA USO CLINICO|4,3617,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2026-03-27T23:43:57.3655553Z'""",2026-08-03T22:08:29.382Z
3617|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,3617,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2026-03-27T23:43:57.3776385Z'""",2026-08-03T22:08:29.382Z
3617|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,3617,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,26/03/2026 23:00,,true,,"W/""datetime'2026-03-27T23:43:57.3911553Z'""",2026-08-03T22:08:29.382Z
3617|ENTREGA|3|INTERVENCION FINALIZADA|1,3617,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2026-03-27T23:43:57.4043649Z'""",2026-08-03T22:08:29.382Z
3617|CONTROLES DE CALIDAD RECOMENDADOS|5|CONTROL DE CALIDAD|1,3617,CONTROLES DE CALIDAD RECOMENDADOS,5,,false,CONTROL DE CALIDAD,1,MULTIPLE,MECANICO DE GANTRY,,true,"DIARIO,MECANICO DE GANTRY,MECANICO DE MESA,MECANICO DE PANELES,CABEZAL / MLC,IMAGEN 2D,IMAGEN 3D,DOSIMETRICO,OTROS (COMENTE)","W/""datetime'2026-03-27T23:43:58.3682561Z'""",2026-08-03T22:08:29.382Z
3617|REPUESTOS|2|FOTO DEL REPUESTO UTILIZADO|5,3617,REPUESTOS,2,,false,FOTO DEL REPUESTO UTILIZADO,5,PHOTO,,,false,,"W/""datetime'2026-03-27T23:43:57.4208513Z'""",2026-08-03T22:08:29.382Z
3617|REPUESTOS|2|UBICACIÓN DE ORIGEN DE REPUESTO|4,3617,REPUESTOS,2,,false,UBICACIÓN DE ORIGEN DE REPUESTO,4,MULTIPLE,Pañol E&G,,false,"Pañol E&G,Pañol del sitio,Otros (Comente),Bodega FALP,Bodega UC CECA,Bodega UC SCA,Bodega CAS,Bodega HCVB,Bodega HCM,Bodega INC,Bodega CLC","W/""datetime'2026-03-27T23:43:57.4325249Z'""",2026-08-03T22:08:29.382Z
3617|REPUESTOS|2|CANTIDAD DE REPUESTOS UTILIZADOS|3,3617,REPUESTOS,2,,false,CANTIDAD DE REPUESTOS UTILIZADOS,3,NUMBER,1,,false,,"W/""datetime'2026-03-27T23:43:57.4450177Z'""",2026-08-03T22:08:29.382Z
3617|REPUESTOS|2|NÚMERO DE PARTE (Leer código de barra del repuesto)|2,3617,REPUESTOS,2,,false,NÚMERO DE PARTE (Leer código de barra del repuesto),2,BARCODE,1541718,,false,,"W/""datetime'2026-03-27T23:43:57.4583297Z'""",2026-08-03T22:08:29.382Z
3617|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,3617,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO,1,TEXT,"Fru, pancake motor assembly ",,false,,"W/""datetime'2026-03-27T23:43:57.4715393Z'""",2026-08-03T22:08:29.382Z
3617|AFECTACIÓN DE DOSIMETRÍA DEL HAZ|4|¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?|1,3617,AFECTACIÓN DE DOSIMETRÍA DEL HAZ,4,,false,¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?,1,BOOLEAN,No,,false,,"W/""datetime'2026-03-27T23:43:57.3258241Z'""",2026-08-03T22:08:29.382Z
3617|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|8,3617,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,8,TEXT,"se realiza el reemplazo del motor y se realizan pruebas de movimiento, posicion y toma de datos del elemento nuevo ",,false,,"W/""datetime'2026-03-27T23:43:57.4874113Z'""",2026-08-03T22:08:29.382Z
3617|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|7,3617,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,7,TEXT,durante el giro de adquisición de imagen CBCT o durante el giro de tratamiento se detenía el equipo arrojando un Gantry Stop en el inhibit del equipo razón por la cual se decide detener el equipo para su revisión y posterior reparación ,,false,,"W/""datetime'2026-03-27T23:43:57.5004161Z'""",2026-08-03T22:08:29.382Z
3617|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|6,3617,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,6,MULTIPLE,OTROS (COMENTE),movimiento de rotacion del gantry ,true,"DOSIMETRIA DEL HAZ,PARAMETROS GEOMETRICOS,CABEZAL MULTIHOJA,MESA PRECISE - HEXAPOD,CHILLER,XVI,IVIEWGT,ESTABILIZADOR DE VOLTAJE (XVI),ODI,CCP,OTROS (COMENTE)","W/""datetime'2026-03-27T23:43:57.5141377Z'""",2026-08-03T22:08:29.382Z
3617|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|5,3617,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,5,MULTIPLE,"CARLOS CARRASQUEL,MAURICIO ABREU",,true,"ROBERTO AGUILA,VICTOR ARENAS,EDUARDO BECKER,RUBEN CAMMALLERI,CARLOS CARRASQUEL,JOSE ECHEVERRIA,GONZALO LOPEZ,MANUEL REYES,MAURICIO ABREU,SEBASTIAN SALICE,OTROS (COMENTE),ALEXIS ECHEVERRÍA,JAIME BUSTAMANTE,JORGE ACUÑA,ANDREE DIAZ,GONZALO H. LOPEZ","W/""datetime'2026-03-27T23:43:57.5274497Z'""",2026-08-03T22:08:29.382Z
3617|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|4,3617,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,4,DATETIME,26/03/2026 23:00,,true,,"W/""datetime'2026-03-27T23:43:57.5409665Z'""",2026-08-03T22:08:29.382Z
3617|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|3,3617,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,3,DATETIME,26/03/2026 17:20,,true,,"W/""datetime'2026-03-27T23:43:57.5531521Z'""",2026-08-03T22:08:29.382Z
3617|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|2,3617,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,2,TEXT,"se realiza el cambio del motor pancake el cual se encontraba con un ruido inusual, antes del cambio se realizaron pruebas de medición de consumo de corriente y verificación de funcionamiento, estos valores se compartirán con elekta para su análisis al fin de llegar a una mejor indagación del porque se estan quemando los motores tan rápido en este linac. una vez completadas las pruebas se realiza el cambio del motor y tambien se registra su consumo de corriente para su posterior análisis. ",,true,,"W/""datetime'2026-03-27T23:43:57.5652353Z'""",2026-08-03T22:08:29.382Z
3617|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NUMERO DE TICKET|1,3617,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NUMERO DE TICKET,1,NUMBER,9997,,true,,"W/""datetime'2026-03-27T23:43:57.5775233Z'""",2026-08-03T22:08:29.382Z
3618|CONTROLES DE CALIDAD RECOMENDADOS|5|CONTROL DE CALIDAD|1,3618,CONTROLES DE CALIDAD RECOMENDADOS,5,,false,CONTROL DE CALIDAD,1,MULTIPLE,,,true,"DIARIO,MECANICO DE GANTRY,MECANICO DE MESA,MECANICO DE PANELES,CABEZAL / MLC,IMAGEN 2D,IMAGEN 3D,DOSIMETRICO,OTROS (COMENTE)",,2026-08-03T22:08:29.382Z
3618|AFECTACIÓN DE DOSIMETRÍA DEL HAZ|4|¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?|1,3618,AFECTACIÓN DE DOSIMETRÍA DEL HAZ,4,,false,¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?,1,BOOLEAN,,,false,,,2026-08-03T22:08:29.382Z
3618|ENTREGA|3|EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN|6,3618,ENTREGA,3,,false,EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN,6,BOOLEAN,,,false,,,2026-08-03T22:08:29.382Z
3618|ENTREGA|3|OBSERVACIONES|5,3618,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,,,false,,,2026-08-03T22:08:29.382Z
3618|ENTREGA|3|HABILITADO PARA USO CLINICO|4,3618,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,,,false,,,2026-08-03T22:08:29.382Z
3618|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,3618,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,,2026-08-03T22:08:29.382Z
3618|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,3618,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,,,true,,,2026-08-03T22:08:29.382Z
3618|ENTREGA|3|INTERVENCION FINALIZADA|1,3618,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,,,true,,,2026-08-03T22:08:29.382Z
3618|REPUESTOS|2|FOTO DEL REPUESTO UTILIZADO|5,3618,REPUESTOS,2,,false,FOTO DEL REPUESTO UTILIZADO,5,PHOTO,,,false,,,2026-08-03T22:08:29.382Z
3618|REPUESTOS|2|UBICACIÓN DE ORIGEN DE REPUESTO|4,3618,REPUESTOS,2,,false,UBICACIÓN DE ORIGEN DE REPUESTO,4,MULTIPLE,,,false,"Pañol E&G,Pañol del sitio,Otros (Comente),Bodega FALP,Bodega UC CECA,Bodega UC SCA,Bodega CAS,Bodega HCVB,Bodega HCM,Bodega INC,Bodega CLC",,2026-08-03T22:08:29.382Z
3618|REPUESTOS|2|CANTIDAD DE REPUESTOS UTILIZADOS|3,3618,REPUESTOS,2,,false,CANTIDAD DE REPUESTOS UTILIZADOS,3,NUMBER,,,false,,,2026-08-03T22:08:29.382Z
3618|REPUESTOS|2|NÚMERO DE PARTE (Leer código de barra del repuesto)|2,3618,REPUESTOS,2,,false,NÚMERO DE PARTE (Leer código de barra del repuesto),2,BARCODE,,,false,,,2026-08-03T22:08:29.382Z
3618|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,3618,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO,1,TEXT,,,false,,,2026-08-03T22:08:29.382Z
3618|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,3618,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,,,false,,,2026-08-03T22:08:29.382Z
3618|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|6,3618,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,6,TEXT,,,false,,,2026-08-03T22:08:29.382Z
3618|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,3618,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,,,true,"DOSIMETRIA DEL HAZ,PARAMETROS GEOMETRICOS,CABEZAL MULTIHOJA,MESA PRECISE - HEXAPOD,CHILLER,XVI,IVIEWGT,ESTABILIZADOR DE VOLTAJE (XVI),ODI,CCP,OTROS (COMENTE)",,2026-08-03T22:08:29.382Z
3618|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,3618,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,,,true,"ROBERTO AGUILA,VICTOR ARENAS,EDUARDO BECKER,RUBEN CAMMALLERI,CARLOS CARRASQUEL,JOSE ECHEVERRIA,GONZALO LOPEZ,MANUEL REYES,MAURICIO ABREU,SEBASTIAN SALICE,OTROS(COMENTE),ALEXIS ECHEVERRÍA,JORGE ACUÑA,JAIME BUSTAMANTE,ANDREE DIAZ,GONZALO H. LOPEZ",,2026-08-03T22:08:29.382Z
3618|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,3618,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,,,true,,,2026-08-03T22:08:29.382Z
3618|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,3618,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,,,true,,,2026-08-03T22:08:29.382Z
3618|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,3618,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,,,true,,,2026-08-03T22:08:29.382Z
3619|CONTROLES DE CALIDAD RECOMENDADOS|5|CONTROL DE CALIDAD|1,3619,CONTROLES DE CALIDAD RECOMENDADOS,5,,false,CONTROL DE CALIDAD,1,MULTIPLE,,,true,"DIARIO,MECANICO DE GANTRY,MECANICO DE MESA,MECANICO DE PANELES,CABEZAL / MLC,IMAGEN 2D,IMAGEN 3D,DOSIMETRICO,OTROS (COMENTE)",,2026-08-03T22:08:29.382Z
3619|AFECTACIÓN DE DOSIMETRÍA DEL HAZ|4|¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?|1,3619,AFECTACIÓN DE DOSIMETRÍA DEL HAZ,4,,false,¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?,1,BOOLEAN,,,false,,,2026-08-03T22:08:29.382Z
3619|ENTREGA|3|EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN|6,3619,ENTREGA,3,,false,EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN,6,BOOLEAN,,,false,,,2026-08-03T22:08:29.382Z
3619|ENTREGA|3|OBSERVACIONES|5,3619,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,,,false,,,2026-08-03T22:08:29.382Z
3619|ENTREGA|3|HABILITADO PARA USO CLINICO|4,3619,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,,,false,,,2026-08-03T22:08:29.382Z
3619|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,3619,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,,2026-08-03T22:08:29.382Z
3619|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,3619,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,,,true,,,2026-08-03T22:08:29.382Z
3619|ENTREGA|3|INTERVENCION FINALIZADA|1,3619,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,,,true,,,2026-08-03T22:08:29.382Z
3619|REPUESTOS|2|FOTO DEL REPUESTO UTILIZADO|5,3619,REPUESTOS,2,,false,FOTO DEL REPUESTO UTILIZADO,5,PHOTO,,,false,,,2026-08-03T22:08:29.382Z
3619|REPUESTOS|2|UBICACIÓN DE ORIGEN DE REPUESTO|4,3619,REPUESTOS,2,,false,UBICACIÓN DE ORIGEN DE REPUESTO,4,MULTIPLE,,,false,"Pañol E&G,Pañol del sitio,Otros (Comente),Bodega FALP,Bodega UC CECA,Bodega UC SCA,Bodega CAS,Bodega HCVB,Bodega HCM,Bodega INC,Bodega CLC",,2026-08-03T22:08:29.382Z
3619|REPUESTOS|2|CANTIDAD DE REPUESTOS UTILIZADOS|3,3619,REPUESTOS,2,,false,CANTIDAD DE REPUESTOS UTILIZADOS,3,NUMBER,,,false,,,2026-08-03T22:08:29.382Z
3619|REPUESTOS|2|NÚMERO DE PARTE (Leer código de barra del repuesto)|2,3619,REPUESTOS,2,,false,NÚMERO DE PARTE (Leer código de barra del repuesto),2,BARCODE,,,false,,,2026-08-03T22:08:29.382Z
3619|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,3619,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO,1,TEXT,,,false,,,2026-08-03T22:08:29.382Z
3619|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,3619,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,,,false,,,2026-08-03T22:08:29.382Z
3619|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|6,3619,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,6,TEXT,,,false,,,2026-08-03T22:08:29.382Z
3619|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,3619,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,,,true,"DOSIMETRIA DEL HAZ,PARAMETROS GEOMETRICOS,CABEZAL MULTIHOJA,MESA PRECISE - HEXAPOD,CHILLER,XVI,IVIEWGT,ESTABILIZADOR DE VOLTAJE (XVI),ODI,CCP,OTROS (COMENTE)",,2026-08-03T22:08:29.382Z
3619|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,3619,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,,,true,"ROBERTO AGUILA,VICTOR ARENAS,EDUARDO BECKER,RUBEN CAMMALLERI,CARLOS CARRASQUEL,JOSE ECHEVERRIA,GONZALO LOPEZ,MANUEL REYES,MAURICIO ABREU,SEBASTIAN SALICE,OTROS(COMENTE),ALEXIS ECHEVERRÍA,JORGE ACUÑA,JAIME BUSTAMANTE,ANDREE DIAZ,GONZALO H. LOPEZ",,2026-08-03T22:08:29.382Z
3619|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,3619,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,,,true,,,2026-08-03T22:08:29.382Z
3619|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,3619,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,,,true,,,2026-08-03T22:08:29.382Z
3619|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,3619,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,,,true,,,2026-08-03T22:08:29.382Z
3620|ENTREGA|3|EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN|6,3620,ENTREGA,3,,false,EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN,6,BOOLEAN,Si,,false,,"W/""datetime'2026-03-27T16:35:50.5264641Z'""",2026-08-03T22:08:29.382Z
3620|ENTREGA|3|OBSERVACIONES|5,3620,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,Equipos operativos con su pantalla ,,false,,"W/""datetime'2026-03-27T16:35:50.5455105Z'""",2026-08-03T22:08:29.382Z
3620|ENTREGA|3|HABILITADO PARA USO CLINICO|4,3620,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2026-03-27T16:35:50.5568769Z'""",2026-08-03T22:08:29.382Z
3620|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,3620,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2026-03-27T16:35:50.5686529Z'""",2026-08-03T22:08:29.382Z
3620|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,3620,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,27/03/2026 13:30,,true,,"W/""datetime'2026-03-27T16:35:50.5804289Z'""",2026-08-03T22:08:29.382Z
3620|ENTREGA|3|INTERVENCION FINALIZADA|1,3620,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2026-03-27T16:35:50.5928193Z'""",2026-08-03T22:08:29.382Z
3620|CONTROLES DE CALIDAD RECOMENDADOS|5|CONTROL DE CALIDAD|1,3620,CONTROLES DE CALIDAD RECOMENDADOS,5,,false,CONTROL DE CALIDAD,1,MULTIPLE,OTROS (COMENTE),Prueba de pantallas,true,"DIARIO,MECANICO DE GANTRY,MECANICO DE MESA,MECANICO DE PANELES,CABEZAL / MLC,IMAGEN 2D,IMAGEN 3D,DOSIMETRICO,OTROS (COMENTE)","W/""datetime'2026-03-27T16:35:51.1779329Z'""",2026-08-03T22:08:29.382Z
3620|REPUESTOS|2|FOTO DEL REPUESTO UTILIZADO|5,3620,REPUESTOS,2,,false,FOTO DEL REPUESTO UTILIZADO,5,PHOTO,AE5BCCFF3D4C3997019CCB234775B594.png,,false,,"W/""datetime'2026-03-27T16:35:50.6069505Z'""",2026-08-03T22:08:29.382Z
3620|REPUESTOS|2|UBICACIÓN DE ORIGEN DE REPUESTO|4,3620,REPUESTOS,2,,false,UBICACIÓN DE ORIGEN DE REPUESTO,4,MULTIPLE,Pañol E&G,,false,"Pañol E&G,Pañol del sitio,Otros (Comente),Bodega FALP,Bodega UC CECA,Bodega UC SCA,Bodega CAS,Bodega HCVB,Bodega HCM,Bodega INC,Bodega CLC","W/""datetime'2026-03-27T16:35:50.6199553Z'""",2026-08-03T22:08:29.382Z
3620|REPUESTOS|2|CANTIDAD DE REPUESTOS UTILIZADOS|3,3620,REPUESTOS,2,,false,CANTIDAD DE REPUESTOS UTILIZADOS,3,NUMBER,1,,false,,"W/""datetime'2026-03-27T16:35:50.6327553Z'""",2026-08-03T22:08:29.382Z
3620|REPUESTOS|2|NÚMERO DE PARTE (Leer código de barra del repuesto)|2,3620,REPUESTOS,2,,false,NÚMERO DE PARTE (Leer código de barra del repuesto),2,BARCODE,TK204UK,,false,,"W/""datetime'2026-03-27T16:35:50.6440193Z'""",2026-08-03T22:08:29.382Z
3620|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,3620,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO,1,TEXT,KVM DVI,,false,,"W/""datetime'2026-03-27T16:35:50.6556929Z'""",2026-08-03T22:08:29.382Z
