fieldbeat_task_id,fieldbeat_task_date,client_key,client_rut,client_name,task_type,task_state,technician_names,equipment_internal_ids,linked_zendesk_ticket_id,zendesk_join_status,used_parts_count,matched_used_parts_count,placeholder_used_parts_count,unmatched_used_parts_count,ambiguous_used_parts_count,review_required_used_parts_count,dolibarr_refs,dolibarr_product_ids,used_part_numbers,used_part_names,part_match_statuses,part_match_methods,report_quality_status
3056,2025-05-16T19:20:00.000Z,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,96.757.430-9,INRAD,REQUERIMIENTO DEL CLIENTE,FINISHED,jacuna,,9264,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3057,2025-05-16T22:16:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,FINISHED,mabreu,Linac-109256,9173,LINKED_TO_ACCESSIBLE_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3059,2025-05-16T19:30:00.000Z,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,SERVICIO DE SALUD DE MAGALLANES,PREVENTIVA PROGRAMADA,FINISHED,raguila,Linac-109452,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,,No.,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
3060,2025-05-17T13:00:00.000Z,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,SERVICIO DE SALUD DE MAGALLANES,REQUERIMIENTO DEL CLIENTE,FINISHED,raguila,,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,,No.,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
3061,2025-05-19T12:49:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,REQUERIMIENTO DEL CLIENTE,FINISHED,aecheverria,Linac-152171,0101,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
3062,2025-05-19T12:00:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,76.746.730-3,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA NO PROGRAMADA,FINISHED,ebecker,Linac-156187,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3063,2025-05-19T15:10:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,SCHEDULED,,Linac-109374,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3064,2025-05-19T15:11:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,Linac-109374,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3065,2025-05-19T22:44:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,FINISHED,mabreu,LAP-Laser-INC,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3066,2025-05-20T11:59:00.000Z,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,9216,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3067,2025-05-20T13:04:00.000Z,FIELD_BEAT_CLIENT|76.089.058-8|EYG MEDICAL SYSTEMS LTDA.,76.089.058-8,EYG MEDICAL SYSTEMS LTDA.,INSTALACION - INTEGRACION,STARTED,rcammalleri,2286,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3068,2025-05-20T17:26:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,14,12,0,2,0,3,1564361|1021309___1564281|1517657|1557545|1011030|1565835|1565836|1531145|1564169|1024939|1018559|1532592,11038|10764|10701|12192|11035|11031|10983|11145|12262|10776|10724|12268,1564361|1564281|1517657|1557545|1011030|1565835|1565836|1531145|1564169|1024939|1018559|1556286|1532592|1528220,"programmed PCB assy Router|wedge board|PCB assy Leaf Motor Drive|camera|Les|Kit spare, Diaphragm Brake|Kit spares, DLG Brake|Router PCB Cage fan|kit led proyector|fan led proyector|LMD fan and bracket|Fru assembly Wedge|BMDM spares kit|Camera CCU PCB",MATCHED|NO_MATCH,REF_EXACT|REF_LIKE|NONE,HAS_UNMATCHED_PARTS
3069,2025-05-20T17:32:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,3,3,0,0,0,0,4513316442301M|1515098|45133304800,10312|10374|10375,4513316442301M|1515098|45133304800,Filter Element 5 microm|ION Pump spare|Electron GUN subassembly,MATCHED,REF_EXACT,OK
3070,2025-05-20T17:33:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3071,2025-05-20T17:35:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,1,1,0,0,0,0,1502613,10994,1502613,"MOD kit, Láser ODI Lámp",MATCHED,REF_EXACT,OK
3072,2025-05-16T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,adiaz,APOTECA-CHEMO,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3073,2025-05-20T15:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,REQUERIMIENTO DEL CLIENTE,FINISHED,adiaz,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3074,2025-05-22T14:39:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,adiaz,APOTECA-CHEMO,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3075,2025-05-22T14:50:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,,FINISHED,ccarrasquel,LINAC-153038,9219,LINKED_TO_ACCESSIBLE_ZENDESK,1,1,0,0,0,0,1534958,11034,1534958,kit spare leaf motor,MATCHED,REF_EXACT,OK
3076,2025-05-22T22:12:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,1,1,0,0,0,1,1018265_proveedor_local,11961,1018265,Z drive motor brush,MATCHED,REF_LIKE,REVIEW_REQUIRED
3077,2025-05-23T22:19:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,REQUERIMIENTO DEL CLIENTE,FINISHED,mabreu,Linac-151673,9220,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3078,2025-05-24T14:42:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,FINISHED,mabreu,Linac-152171,9218,LINKED_TO_ACCESSIBLE_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3079,2025-05-26T12:40:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,REQUERIMIENTO DEL CLIENTE,FINISHED,ccarrasquel,Linac-152171,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3080,2025-05-26T18:32:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,aecheverria,Linac-109374,9222,LINKED_TO_ACCESSIBLE_ZENDESK,1,0,1,0,0,1,,,,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
3081,2025-05-27T23:03:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,Linac-152171,,NO_TICKET_REPORTED,1,1,0,0,0,0,1534958,11034,1534958,"KIT, SPARE, LEAF MOTOR",MATCHED,REF_EXACT,OK
3082,2025-05-27T23:07:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,Linac-151673,9220,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,1,0,0,0,0,45133308034,12128,45133308034,MAGNETRON MG6363,MATCHED,REF_EXACT,OK
3083,2025-05-27T23:46:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3084,2025-05-28T20:35:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,PREVENTIVA PROGRAMADA,FINISHED,mabreu,LINAC-153038,1000000000,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3085,2025-05-28T20:38:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,PREVENTIVA PROGRAMADA,FINISHED,mabreu,LINAC-153038,9195,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,2,2,0,0,0,0,1015076|1015075,10957|10958,1015076|1015075,CABLE RETRACTILE (SK25BB-SK26B)|CABLE RETRACTILE (SK25AA-SK26A),MATCHED,REF_EXACT,OK
3086,2025-05-28T20:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,INSTALACION - INTEGRACION,FINISHED,rcammalleri,LINAC-153038,9153,LINKED_TO_ACCESSIBLE_ZENDESK,1,0,1,0,0,1,,,,Disco Duro WesternDigital 1TB,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
3087,2025-05-29T17:20:00.000Z,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,96.757.430-9,INRAD,REQUERIMIENTO DEL CLIENTE,FINISHED,ssalice,,9142,LINKED_TO_ACCESSIBLE_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3088,2025-05-29T22:30:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3089,2025-05-29T22:31:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3090,2025-05-30T21:54:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3091,2025-05-30T22:21:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,FINISHED,mabreu,INC-156473,9176,LINKED_TO_ACCESSIBLE_ZENDESK,1,1,0,0,0,1,1553878___1552668,11247,1552668,Z Motor - ElektroCraft,MATCHED,REF_LIKE,REVIEW_REQUIRED
3092,2025-06-02T11:51:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),REQUERIMIENTO DEL CLIENTE,FINISHED,jecheverria,Linac-154325,222,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3093,2025-06-02T12:24:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),REQUERIMIENTO DEL CLIENTE,FINISHED,jecheverria,Linac-154325,222,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3094,2025-05-14T19:30:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),76.746.730-3,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA PROGRAMADA,FINISHED,ebecker,Linac-201110,9100,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,0,1,0,1,,,BJ3324.003,G/O TB-6U,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
3095,2025-05-30T12:30:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),76.746.730-3,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA NO PROGRAMADA,FINISHED,ebecker,Linac-201110,,NO_TICKET_REPORTED,1,1,0,0,0,0,4714201102,11286,4714201102,MAGNETRON MG5193,MATCHED,REF_EXACT,OK
3096,2025-06-02T12:58:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,FINISHED,mabreu,Linac-152171,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3097,2025-06-02T19:30:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),76.746.730-3,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA NO PROGRAMADA,FINISHED,ebecker,Linac-201110,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3098,2025-06-02T23:21:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,FINISHED,mabreu,Linac-109256,9074,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3099,2025-06-02T23:37:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,aecheverria,LINAC-153038,,NO_TICKET_REPORTED,1,1,0,0,0,0,1549950,12134,1549950,HHC KIT SINERGY/INFINITY,MATCHED,REF_EXACT,OK
3100,2025-05-27T12:30:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),76.746.730-3,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA PROGRAMADA,FINISHED,ebecker,Linac-201110,,NO_TICKET_REPORTED,1,1,0,0,0,0,45133326590,11568,45133326590,CAMERA LENS ASSEMBLY,MATCHED,REF_EXACT,OK
3101,2025-06-05T02:05:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,Linac-152171,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3102,2025-06-05T19:05:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,CORRECTIVA NO PROGRAMADA,FINISHED,aecheverria,Linac-109256,9244,LINKED_TO_ACCESSIBLE_ZENDESK,1,1,0,0,0,0,1572991,10978,1572991,FRU Z MTR BRUSH SET (E CRAFT),MATCHED,REF_EXACT,OK
3103,2025-06-05T17:37:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,Linac-152171,,NO_TICKET_REPORTED,1,1,0,0,0,0,1010848,11037,1010848,"MIRROR ASSEMBLY, OPT",MATCHED,REF_EXACT,OK
3104,2025-06-05T22:21:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3105,2025-06-05T22:26:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3106,2025-06-05T22:33:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3107,2025-06-05T22:41:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,2,1,0,1,0,1,1517657,10701,1538489|1517657,"Diaphragm / DLG PCB|PCB, Assy, Leaf Motor Drive",NO_MATCH|MATCHED,NONE|REF_EXACT,HAS_UNMATCHED_PARTS
3108,2025-06-05T20:00:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,76.746.730-3,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA PROGRAMADA,FINISHED,ebecker,Linac-156187,9236,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3109,2025-06-06T13:42:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,INC-156473,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3110,2025-06-06T18:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,APOTECA-CHEMO,,NO_TICKET_REPORTED,1,1,0,0,0,0,019149,11225,019149,Filtro canister,MATCHED,REF_EXACT,OK
3111,2025-06-06T19:16:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,INC-156473,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3112,2025-06-06T19:46:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),PREVENTIVA PROGRAMADA,FINISHED,ccarrasquel,INC-156473,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3113,2025-06-06T19:30:00.000Z,FIELD_BEAT_CLIENT|70.377.400-8|FUNDACION ARTURO LOPEZ PEREZ,70.377.400-8,FUNDACION ARTURO LOPEZ PEREZ,REQUERIMIENTO DEL CLIENTE,FINISHED,ssalice,,9153,LINKED_TO_ACCESSIBLE_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3114,2025-06-07T15:00:00.000Z,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA PROGRAMADA,FINISHED,varenas,OIS-HCM|TPS-HCM,9217,LINKED_TO_ACCESSIBLE_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3115,2025-06-09T10:30:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,Linac-154325,9083,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3116,2025-06-09T10:30:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,Linac-154325,9083,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3117,2025-06-09T16:22:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,Linac-109374,9248,LINKED_TO_ACCESSIBLE_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3118,2025-06-10T22:35:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,FINISHED,mabreu,Linac-109256,9074,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,1,0,0,0,0,1564298,11039,1564298,"PCB ASSYS, DLG AND DIAPHRAGM DRIVE",MATCHED,REF_EXACT,OK
3119,2025-06-11T15:18:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,PREVENTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3120,2025-06-11T22:14:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,Linac-109256,9074,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,1,0,0,0,0,1564298,11039,1564298,"pcb assy, dlg and diaphragm",MATCHED,REF_EXACT,OK
3121,2025-06-12T16:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,FINISHED,adiaz,APOTECA-CHEMO,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3122,2025-06-12T14:00:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,REQUERIMIENTO DEL CLIENTE,FINISHED,jacuna,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3123,2025-06-12T21:07:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,9262,LINKED_TO_ACCESSIBLE_ZENDESK,1,1,0,0,0,0,1564298,11039,1564298,"pcb assy, dlg and diaphragm",MATCHED,REF_EXACT,OK
3124,2025-06-12T22:12:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,Linac-151673,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
3125,2025-06-14T00:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,PREVENTIVA PROGRAMADA,FINISHED,ccarrasquel,Linac-153935,,NO_TICKET_REPORTED,2,2,0,0,0,0,1534958|1010848,11034|11037,1534958|1010848,kit spare leaf motor|Mirro,MATCHED,REF_EXACT,OK
3126,2025-06-16T23:38:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,CLC-1,9267,LINKED_TO_ACCESSIBLE_ZENDESK,1,1,0,0,0,0,1564169,12262,1564169,"kit, luminoso proj assy and pcb assy, led control",MATCHED,REF_EXACT,OK
3127,2025-06-17T16:24:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,Linac-152171,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
